13	09	09	09	09	09	09	09	03	00	15	00	14	00	00	00	10	00	00	00	00	00	00	00	10	00	00	00	14	00	15	00	04	09	09	09	09	09	09	09	11
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	15	00	00	00	00	00	10	00	00	00	00	00	00	00	10	00	00	00	00	00	15	00	00	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00
13	09	09	09	09	09	09	09	02	00	15	00	12	00	00	00	04	09	09	09	09	09	09	09	03	00	00	00	12	00	15	00	01	09	09	09	09	09	09	09	11
00	00	00	00	00	00	00	00	10	00	00	00	10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10	00	00	00	10	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	10	00	15	00	10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10	00	15	00	10	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	10	00	00	00	10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10	00	00	00	10	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	10	00	15	00	10	00	00	00	01	09	09	09	09	09	09	09	02	00	00	00	10	00	15	00	10	00	00	00	00	00	00	00	00
00	00	00	00	00	00	00	00	10	00	00	00	10	00	00	00	10	00	00	00	00	00	00	00	10	00	00	00	10	00	00	00	10	00	00	00	00	00	00	00	00
01	09	09	09	09	09	09	09	03	00	15	00	14	00	00	00	04	09	09	09	05	09	09	09	03	00	00	00	14	00	15	00	04	09	09	09	09	09	09	09	02
10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10
10	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	10	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	10
10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10
10	00	15	00	13	09	09	09	02	00	15	00	13	09	09	09	11	00	15	00	14	00	15	00	13	09	09	09	11	00	15	00	01	09	09	09	11	00	15	00	10
10	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	10
10	00	00	00	15	00	15	00	10	00	15	00	15	00	15	00	15	00	15	00	00	00	15	00	15	00	15	00	15	00	15	00	10	00	15	00	15	00	00	00	10
10	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	10
08	09	09	09	02	00	15	00	10	00	15	00	12	00	15	00	01	09	09	09	09	09	09	09	02	00	15	00	12	00	15	00	10	00	15	00	01	09	09	09	06
10	00	00	00	10	00	00	00	10	00	00	00	10	00	00	00	10	00	00	00	00	00	00	00	10	00	00	00	10	00	00	00	10	00	00	00	10	00	00	00	10
08	09	09	09	03	00	15	00	14	00	15	00	10	00	15	00	04	09	09	09	05	09	09	09	03	00	15	00	10	00	15	00	14	00	15	00	04	09	09	09	06
10	00	00	00	00	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	00	00	00	00	10
10	00	15	00	15	00	15	00	15	00	15	00	10	00	15	00	15	00	15	00	10	00	15	00	15	00	15	00	10	00	15	00	15	00	15	00	15	00	15	00	10
10	00	00	00	00	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	10	00	00	00	00	00	00	00	00	00	00	00	10
10	00	15	00	13	09	09	09	09	09	09	09	07	09	09	09	11	00	15	00	14	00	15	00	13	09	09	09	07	09	09	09	09	09	09	09	11	00	15	00	10
10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10
10	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	15	00	10
10	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	10
04	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	09	03
